ID1,ID,Find No,Button  No,Context No,Photo/Drawing,Material,Type,Composition,Joning (composite),Completeness,Condition,Shape,Typology,Size,Attachment,Number of holes,Hole alignment,Decoration method,hole profile,Shank-type,Colour,Decoration design,Gilt,Backstampe,Note,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
282,299,10261,299,2195,y,pewter,cast,solid,,complete,good,curved disc,A3,2,,,,moulded,,,,central boss with radiate lines and betrween are vertical lines,,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
283,302,12486,302,2200,n,pewter,cast,solid,,incomplete,poor,curved disc,A3,1.7,,,,uncertain,,,,,,,,S18.4,1700,1740,1700-1740,1690-1750,Pantry
284,308,10312,308,2356,y,pewter,cast,solid,,incomplete,good,curved disc,A3,2.7,,,,moulded,,,,flower,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
285,336,10333,336,2397,n,pewter,cast,solid,,complete,good,curved disc,A3,1.7,,,,moulded,,,,central boss with swirl design,yes,,,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
286,354,10374,354,2471,n,pewter,cast,solid,,complete,good,curved disc,A3,1.4,,,,moulded,,,,flower? In the central (rather unclear),,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
287,330,10384,330,2495,n,pewter,cast,solid,,incomplete,poor,curved disc,A3,,,,,moulded,,,,uncertain,,,,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
288,307,10389,307,2521,n,pewter,cast,solid,,complete,good,curved disc,A3,1.9,,,,moulded,,,,swirl pattern,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
289,368,13843,368,2642,y,pewter,cast,solid,,complete,good,curved disc,A3,1.3,,,,moulded,,,,circle in the middle of the button with uncertain decoration on the edge is also decoration,yes,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
290,389,13841,389,2677,y,pewter,cast,solid,,complete,good,curved disc,A3,1.4,,,,moulded,,,,flower - four leaf and under four leaf,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
291,682,16781,682,2690,n,pewter,cast,solid,,incomplete,poor,curved disc,A3,1,,,,uncertain,,,,,,,,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
292,687,16782,687,2692,n,pewter,cast,solid,,complete,good,curved disc,A3,1.1,,,,moulded,,,,six leaf flower,,,,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
293,690,16764,690,2693,n,pewter,cast,solid,,incomplete,good,curved disc,A3,1.1,,,,uncertain,,,,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
294,370,13768,370,2820,y,pewter,cast,solid,,complete,good,curved disc,A3,1.2,,,,moulded,,,,basket weave design - similar/same as Bailey bls 69 mynd 9.224,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
295,666,16773,666,2832,n,pewter,cast,solid,,complete,good,curved disc,A3,1.1,,,,undecorated,,,,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
296,676,16785,676,2836,y,pewter,cast,solid,,complete,good,curved disc,A3,1.1,,,,moulded,,,,central boss with dot in and around are six dots which are sparkling,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
297,677,16785,677,2836,n,pewter,cast,solid,,complete,good,curved disc,A3,1.2,,,,moulded,,,,central circle with another circle around that,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
298,691,16776,691,2840,n,pewter,cast,solid,,complete,good,curved disc,A3,1.2,,,,moulded,,,,central boss with swirl lines which are dobule,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
299,216,7360,216,1504,y,silver,cast,solid,,complete,good,curved disc,A3,1.5,,,,moulded,,,,flower,,,,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
300,388,14982,388,2813,y,silver,cast,solid,,complete,good,curved disc,A3,1.6,,,,moulded,,,,half circles on the edge,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
301,102,2321,102,395,n,pewter,cast,solid,,complete,good,spherical,A4,1,,,,undecorated,,,,,,,,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
302,97,2774,97,550,y,pewter,cast,solid,,incomplete,poor,spherical,A4,1,,,,moulded,,,,circle of lines aorund the button?,,,,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
303,748,7354,748,1479,n,pewter,cast,solid,,incomplete,very poor,spherical,A4,1,,,,,,,,,,,spheroid - poss button,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
304,218,7277,218,1346,y,pewter,cast,solid,,complete,good,elliptical,A5,2.2,shanked,,,undecorated,,soldered (alpha),,hexgonal shape?,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
305,294,10262,294,2196,y,pewter,cast,solid,,complete,good,elliptical,A5,1.1,shanked,,,moulded,,cast (loop),,flower,,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
306,2,553,2,75,y,copper alloy,Sheet,hollow,,complete,good,domed,B1,1.3,shanked,,,moulded,,cast (wedge),,starfish,possible,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
307,722,7453,722,1652,y,Copper alloy,Sheet,hollow,,incomplete,poor,domed,B1,1.2,shanked,,,engraved,,soldered (alpha),,Flower patern with star under,,,Very fragil fragments,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
308,727,17517,727,2872,n,Copper alloy,Sheet,hollow,,incomplete,good,domed,B1,1.5,shanked,,,undecorated,,,,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
309,360,14910,360,2705,y,pewter,Sheet,hollow,,complete,good,domed,B1,1.6,shanked,,,uncertain,,cast (loop),,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
310,169,3724,169,1054,y,silver,Sheet,hollow,,complete,good,domed,B1,1,shanked,,,moulded,,soldered,,central boss and a cirle around that,,,two small holes,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
311,224,7412,224,1627,y,silver,Sheet,hollow,,complete,good,domed,B1,1,shanked,,,undecorated,,soldered (alpha),,"some uncertain lines, not sure if it is a decoration",,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
312,111,3460,111,640,n,pewter,Sheet,hollow,,complete,good,domed,B1,0.9,,,,moulded,,,,very small centra boss with lines out half way on the button,,,,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
313,729,544,729,37,n,Copper alloy,Sheet,hollow,,incomplete,very poor,curved disc,B3,2.1,shanked,,,moulded,,cast (loop),,central boss with a circle line on the edge,,,- very poor condition,S20.6,,1790,1790,1780-1810,School Dormitory
314,71,1688,71,307,n,copper alloy,Sheet,hollow,,incomplete,poor,curved disc,B3,2,shanked,,,engraved,,soldered (alpha),,uncertain,,,,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
315,120,2863,120,612,y,copper alloy,Sheet,hollow,,complete,good,spherical,B4,1.1,shanked,,,undecorated,,soldered (alpha),,,,,,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
316,86,2125,86,405,n,pewter,Sheet,hollow,,incomplete,poor,spherical,B4,1.4,,,,moulded,,,,radiate lines from central,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
317,44,532,44,10,y,copper alloy,Sheet,hollow,,complete,good,elliptical,B5,1.8,,,,undecorated,,,,,yes,,possibly silver,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
318,353,10374,353,2471,n,copper alloy,Sheet,back,,complete,good,,B,1.2,shanked,,,,,soldered (alpha),,,,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
319,699,16770,699,2691,n,copper alloy,Sheet,back,,incomplete,poor,,B,0.9,shanked,,,,,soldered (alpha),,,,,,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
320,384,13792,384,2727,n,copper alloy,Sheet,back,,incomplete,good,,B,1.5,,,,,,,,,,,,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
321,517,10199,517,1972,n,copper alloy,Sheet,composite,,incomplete,very poor,,B,,,,,uncertain,,,,,,,,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
322,510,10322,510,2380,n,wood-copper,Sheet,composite,,incomplete,poor,,B,1.8,,,,,,,,,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
323,319,10268,319,2215,n,copper alloy,Sheet,back,,incomplete,poor,domed,B1,,,,,,,,,,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
324,179,3577,179,759,n,copper alloy,Sheet,composite,soldered,incomplete,very poor,domed,B1,1.6,shanked,,,moulded,,backplate inset (composite),,circle on the middle of the button and some uncertain pattern inside it,,,,T1.3,2002,2007,2002-2007,1990-2020,FSÍ Excavation
325,204,3596,204,853,n,copper alloy,Sheet,composite,soldered,complete,good,domed,B1,1.3,shanked,,,undecorated,,soldered (omega),,,,,,S22.3,1730,1750,1730-1750,1720-1750,Assistant Teachers Quarters
326,153,3608,153,988,n,copper alloy,Sheet,composite,soldered,incomplete,poor,domed,B1,1.3,shanked,,,uncertain,,soldered (alpha),,,,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
327,292,10262,292,2195,y,copper alloy,Sheet,composite,crimped,complete,poor,domed,B1,1.5,shanked,,,undecorated,,cast inset (cone & loop),,,,,,C.2,1720,1830,1720-1830,1720-1840,Courtyard
328,155,3604,155,902,y,pewter,Sheet,composite,soldered,complete,good,domed,B1,1.4,shanked,,,moulded,,soldered (omega),,central boss with flower decoraton around,yes,,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
329,158,3626,158,902,y,pewter,Sheet,composite,soldered,complete,good,domed,B1,1.3,shanked,,,engraved,,soldered (alpha),,central boss with five dimonds shape leaf from it,,,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
330,181,3744,181,965,n,pewter,Sheet,composite,soldered,incomplete,poor,domed,B1,2.2,shanked,,,uncertain,,soldered (alpha),,,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
331,507,3628,507,902,y,wood-copper,Sheet,composite,soldered,complete,good,domed,B1,2.2,shanked,1,,undecorated,,,,,,,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
332,178,3577,178,759,y,copper alloy,Sheet,composite,soldered,incomplete,poor,domed,B1,1.5,,,,moulded,,,,franch pattern,,,,T1.3,2002,2007,2002-2007,1990-2020,FSÍ Excavation
333,186,3583,186,778,n,copper alloy,Sheet,composite,soldered,incomplete,poor,domed,B1,2.1,,,,moulded,,,,uncertain,,,are in two pices,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
334,358,13842,358,2641,y,copper alloy,Sheet,composite,crimped,complete,good,domed,B1,1.5,,,,moulded,,,,"central dot with small flower inside and five ""leaf"" around the dot with decoratin between",,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
335,162,3606,162,1008,n,pewter,Sheet,composite,soldered,incomplete,very poor,domed,B1,1.6,,,,uncertain,,,,,,,,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
336,765,16412,,2829,,silver/wood?,Sheet,composite,,complete,good,domed,B1,1.4,,,,,,,,,,,silver wire thread wound round ?wooden core; shank broken; domed shape,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
337,712,3733,712,1034,n,wood-copper,Sheet,composite,,incomplete,very poor,domed,B1,1.2,,,,moulded,,,,Flower in the central with six small dots between each leaf. The border is decorated with leafs,,,"The button is in two pices parts, the wood and the copper. Both very fragil",S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
338,745,2009,745,405,n,pewter,Sheet,composite,,incomplete,poor,domed,B1,1.1,,,,,,,,,,,"sheet dome, bent - poss jacket for hemispherical button",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
339,30,537,30,29,n,copper alloy,Sheet,cover,soldered,incomplete,poor,domed,B1,1.5,,,,moulded,,,,concentric circles,,,,S20.6,,1790,1790,1780-1810,School Dormitory
340,21,553,21,75,n,copper alloy,Sheet,cover,soldered,incomplete,good,domed,B1,,,,,moulded,,,,uncler,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
341,22,553,22,75,n,copper alloy,Sheet,cover,,incomplete,very poor,domed,B1,1.2,,,,uncertain,,,,uncler,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
342,104,1649,104,335,n,copper alloy,Sheet,cover,,incomplete,very poor,domed,B1,1.5,,,,moulded,,,,radiate lines,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
343,124,1638,124,335,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1,,,,undecorated,,,,,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
344,85,1980,85,374,n,copper alloy,Sheet,cover,,complete,good,domed,B1,1.6,,,,engraved,,,,four patel with central boss,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
345,165,4684,165,591,n,copper alloy,Sheet,cover,,incomplete,very poor,domed,B1,1,,,,undecorated,,,,,,,,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
346,194,3687,194,1063,n,copper alloy,Sheet,cover,,complete,poor,domed,B1,1.4,,,,undecorated,,,,,,,,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
347,208,3741,208,1180,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1,,,,undecorated,,,,,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
348,238,7307,238,1390,y,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1.7,,,,moulded,,,,flower pattern? With decoration on the edge,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
349,280,7316,280,1393,y,copper alloy,Sheet,cover,,complete,poor,domed,B1,1.6,,,,moulded,,,,flower in the center and decoration on the edge,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
350,283,7336,283,1448,n,copper alloy,Sheet,cover,,complete,good,domed,B1,1.1,,,,undecorated,,,,,,,"some lines on the button, but not as decoration",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
351,273,7374,273,1514,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,,,,,moulded,,,,lines and small holes,,,,S18.7,1770,1790,1770-1790,1750-1810,Pantry
352,227,7405,227,1627,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1.1,,,,engraved,,,,central boss with flower around,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
353,259,7416,259,1627,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,0.8,,,,undecorated,,,,,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
354,271,7443,271,1630,n,copper alloy,Sheet,cover,,complete,good,domed,B1,1,,,,undecorated,,,,,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
355,512,7438,512,1630,y,copper alloy,Sheet,cover,,complete,good,domed,B1,1.8,,,,moulded,,,,"small centra boss with small engrave lines out from it and six larger rip down from the center, hole between the rips on the edge",,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
356,320,10208,320,2016,n,copper alloy,Sheet,cover,,complete,good,domed,B1,1.2,,,,undecorated,,,,,,,,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
357,322,10206,322,2016,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1.7,,,,undecorated,,,,,,,,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
358,333,10217,333,2054,y,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1.3,,,,engraved,,,,small centra boss with five leaf flower around,,,,S6.1,1720,1760,1720-1760,1720-1780,Bishops Living Quarters
359,304,10240,304,2135,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,0.7,,,,undecorated,,,,,,,,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
360,327,10277,327,2227,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1,,,,undecorated,,,,,,,,IS.1,1650,1720,1650-1720,1630-1720,Interstice
361,324,10294,324,2298,n,copper alloy,Sheet,cover,soldered,incomplete,good,domed,B1,1.8,,,,moulded,,,,central boss - the cover is like hat,,,,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
362,356,14963,356,2638,n,copper alloy,Sheet,cover,,complete,good,domed,B1,1,,,,undecorated,,,,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
363,674,16766,674,2639,y,copper alloy,Sheet,cover,,incomplete,good,domed,B1,1.5,,,,engraved,,,,doble zic zag in the center and around that are like suture (höfuð saumur),,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
364,386,14947,386,2672,y,copper alloy,Sheet,cover,,incomplete,good,domed,B1,,,,,moulded,,,,"central boss with ""sand hill"" decoration on the edge",,,indented,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
365,387,14947,387,2672,n,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,,,,,undecorated,,,,,,,indented,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
366,372,14940,372,2949,y,copper alloy,Sheet,cover,,incomplete,poor,domed,B1,1.2,,,,moulded,,,,flower,,,,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
367,738,8709,738,1,n,metal- stamped-covered,Sheet,cover,,incomplete,very poor,domed,B1,1,,,,uncertain,,,,,,,just the cover of a hollow button,LH,,1958,1958,1930-1960,Levelling Horizon
368,79,1560,79,283,n,pewter,Sheet,cover,,incomplete,poor,domed,B1,1.3,,,,undecorated,,,,,,,possebly a mount rather than button,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
369,72,1217,72,170,y,silver,Sheet,cover,soldered,incomplete,poor,domed,B1,1.5,,,,engraved,,,,floral - lines,,,,S11.4,,1740,1740,1720-1750,Priests Living Quarters
370,217,7421,217,1627,y,silver,Sheet,cover,,incomplete,good,domed,B1,1,,,,engraved,,,,flower,,,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
371,346,10370,346,2468,y,silver,Sheet,cover,,complete,good,domed,B1,1.2,,,,engraved,,,,four leaf flower,,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
372,723,3765,723,965,y,Copper alloy,Sheet,hollow,stitched,complete,good,domed,B1,1.5,shanked,,,engraved,,soldered (alpha),,Flower pattern,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
373,256,7295,256,1329,n,copper alloy,Sheet,hollow,soldered,incomplete,poor,domed,B1,1.3,shanked,,,engraved,,soldered (alpha),,small doots,,,the button have fall in two pices,S12.1,1690,1740,1690-1740,1690-1750,Living Quarters
374,253,7343,253,1461,n,copper alloy,Sheet,hollow,stitched,incomplete,poor,domed,B1,1.1,shanked,,,undecorated,,,,,,,the shank has fallen in the button so it is not easy to see the type,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
375,306,13817,306,2395,n,pewter,Sheet,hollow,soldered,complete,good,domed,B1,1,shanked,,,undecorated,,soldered (alpha),,,,,,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
376,342,10376,342,2471,y,silver,Sheet,hollow,soldered,complete,good,domed,B1,1.2,shanked,,,undecorated,,cast (loop),,,,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
377,376,13860,376,2521,n,copper alloy,Sheet,hollow,soldered,complete,good,domed,B1,1.6,,,,undecorated,,,,,,,,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
378,361,13845,361,2604,n,copper alloy,Sheet,hollow,soldered,incomplete,good,domed,B1,1.3,,,,undecorated,,,,,,,,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
379,355,13867,355,2752,y,pewter,Sheet,mould (composite),,complete,good,domed,B1,1.1,shanked,,,uncertain,,soldered (omega),,some lines/strokes which I´m not sure is something??,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
380,134,3781,134,1217,y,copper alloy,Sheet,mould (composite),crimped,complete,poor,domed,B1,1.6,,,,moulded,,,,samll centra boss with swirl pattern - on the edge franceh lines (very uncertain),,,has a wood mould - not sure if it had a back or not,MC.2,1700,1750,1700-1750,1690-1750,Midden Zone C
381,20,553,20,75,n,copper alloy,Sheet,back,soldered,incomplete,very poor,flat disc,B2,,shanked,,,,,cast (wedge),,,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
382,696,16775,696,2827,n,copper alloy,Sheet,back,,incomplete,good,flat disc,B2,1.1,,,,,,,,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
383,184,3620,184,956,y,copper alloy,Sheet,composite,soldered,incomplete,good,flat disc,B2,1.6,shanked,,,moulded,,soldered (alpha),,dotts pattern,,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
384,187,3583,187,778,n,copper alloy,Sheet,composite,soldered,incomplete,very poor,flat disc,B2,2,,,,uncertain,,,,,,,,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
385,735,19352,735,1,n,Copper alloy,Sheet,cover,,incomplete,very poor,flat disc,B2,1.6,,,,uncertain,,,,,,,coverd with soil,LH,,1958,1958,1930-1960,Levelling Horizon
386,51,572,51,124,n,copper alloy,Sheet,cover,,incomplete,poor,flat disc,B2,1.8,,,,undecorated,,,,,,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
387,175,3597,175,843,n,copper alloy,Sheet,cover,,incomplete,very poor,flat disc,B2,1.4,,,,uncertain,,,,,,,,S22.3,1730,1750,1730-1750,1720-1750,Assistant Teachers Quarters
388,277,7310,277,1391,y,copper alloy,Sheet,cover,,complete,good,flat disc,B2,1.7,,,,engraved,,,,with lucky four leaf clover designe -same/similar as button 268 - Bailey bls 56 mynd 9.124,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
389,268,7452,268,1652,y,copper alloy,Sheet,cover,,complete,good,flat disc,B2,1.6,,,,engraved,,,,with lucky four leaf clover designe -Same/smilar as button 277 - Bailey bls 56 mynd 9.124,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
390,395,13829,395,2635,n,copper alloy,Sheet,cover,,complete,good,flat disc,B2,1.3,,,,undecorated,,,,,,,,C.1,1670,1720,1670-1720,1660-1720,Courtyard
391,60,535,60,27,n,copper alloy,Sheet,back,soldered,incomplete,good,curved disc,B3,,shanked,,,,,soldered (omega),,,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
392,4,558,4,85,n,copper alloy,Sheet,back,soldered,incomplete,good,curved disc,B3,1.4,shanked,,,,,soldered (alpha),,,,,,S21.5,,1790,1790,1780-1810,School Room
393,26,562,26,90,n,copper alloy,Sheet,back,soldered,incomplete,poor,curved disc,B3,,shanked,,,,,cast (wedge),,,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
394,64,566,64,94,n,copper alloy,Sheet,back,soldered,incomplete,good,curved disc,B3,,shanked,,,,,cast (wedge),,,,,nr 64 and 65 possibly from the same button,S21.5,,1790,1790,1780-1810,School Room
395,81,1273,81,176,n,copper alloy,Sheet,back,soldered,complete,good,curved disc,B3,2,shanked,,,,,cast (wedge),,,,,,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
396,90,1352,90,237,n,copper alloy,Sheet,back,soldered,incomplete,good,curved disc,B3,1.5,shanked,,,,,cast (wedge),,,,,,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
397,96,2699,96,446,n,copper alloy,Sheet,back,soldered,incomplete,good,curved disc,B3,2.2,shanked,,,,,soldered (alpha),,,,,,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
398,210,4679,210,877,n,copper alloy,Sheet,back,soldered,incomplete,good,curved disc,B3,1.6,shanked,,,,,cast (wedge),,,,,most likely that the back is of the cover form nr 211,S4.1,1720,1760,1720-1760,1720-1780,Lodge/Dining Room & Chambers
399,714,3755,714,1196,n,copper alloy,Sheet,back,,incomplete,good,curved disc,B3,2.1,shanked,,,,,cast (wedge),,,,,"Two fragments of the cover are in the box but they are very fragil, some very unclear decoration on the cover. Possible are the fragments not from the same button and it is possible that they are not from the back.",S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
400,167,3774,167,1248,n,copper alloy,Sheet,back,soldered,complete,good,curved disc,B3,1.1,shanked,,,,,backplate inset (composite),,,,,,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
401,284,7256,284,1291,n,copper alloy,Sheet,back,soldered,complete,good,curved disc,B3,1.5,shanked,,,,,cast (wedge),,,,,,MB.2,1830,1850,1830-1850,1810-1870,Midden Zone B
402,226,7373,226,1514,n,copper alloy,Sheet,back,,incomplete,very poor,curved disc,B3,,shanked,,,,,cast (loop),,,,,,S18.7,1770,1790,1770-1790,1750-1810,Pantry
403,318,10268,318,2215,n,copper alloy,Sheet,back,,incomplete,good,curved disc,B3,,shanked,,,undecorated,,cast (wedge),,,,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
404,672,16787,672,2821,y,copper alloy,Sheet,back,,incomplete,good,curved disc,B3,,shanked,,,,,soldered (alpha),,,,,possibly that when the cover got lost the back was still used but just folded it to keep in use,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
405,619,554,619,75,n,copper alloy,Sheet,back,,complete,good,curved disc,B3,2.2,,,,undecorated,,,,,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
406,5,558,5,85,n,copper alloy,Sheet,back,,incomplete,good,curved disc,B3,2,,,,,,,,,,,,S21.5,,1790,1790,1780-1810,School Room
407,25,562,25,90,n,copper alloy,Sheet,back,soldered,complete,good,curved disc,B3,2.1,,,,,,,,,,,,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
408,108,1039,108,165,n,copper alloy,Sheet,back,,incomplete,very poor,curved disc,B3,1.7,,,,,,,,,,,,LH,,1958,1958,1930-1960,Levelling Horizon
409,166,4682,166,443,n,copper alloy,Sheet,back,,complete,good,curved disc,B3,1.9,,,,,,,,,,,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
410,139,3582,139,775,n,copper alloy,Sheet,back,,incomplete,very poor,curved disc,B3,1.4,,,,,,,,,,,possbly textile with it,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
411,198,3590,198,778,n,copper alloy,Sheet,back,soldered,incomplete,poor,curved disc,B3,1.5,,,,,,,,,,,,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
412,133,3752,133,1134,n,copper alloy,Sheet,back,,incomplete,good,curved disc,B3,2,,,,,,,,,,,,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
413,196,3759,196,1211,n,copper alloy,Sheet,back,soldered,complete,good,curved disc,B3,2.1,,,,,,,,,,,fragment of textil with it,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
414,258,7396,258,1595,n,copper alloy,Sheet,back,,incomplete,good,curved disc,B3,1.5,,,,,,,,,,,,S18.7,1770,1790,1770-1790,1750-1810,Pantry
415,43,532,43,10,y,copper alloy,Sheet,composite,soldered,complete,good,curved disc,B3,2.2,shanked,,,moulded,,soldered inset (cone & loop),,french pattern,,,,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
416,1,553,1,75,n,copper alloy,Sheet,composite,soldered,incomplete,good,curved disc,B3,2.3,shanked,,,undecorated,,cast (wedge),,,,,,S33.1,1880,1952,1880-1952,1870-1960,Stables
417,12,561,12,88,y,copper alloy,Sheet,composite,soldered,complete,good,curved disc,B3,1.6,shanked,,,moulded,,soldered (alpha),,four petal,,,,S21.5,,1790,1790,1780-1810,School Room
