Finds No,Unit No,Count,Weight,Thickness,Colour,Bubbles,Original Edge,Fracture Edge,Ridge Lines,Shadow Lines,Quarry shape,Length,Width,Quarry size,Burnt,Patina,Decoration,scratch type,Scratchings,object,Completeness,Other Comments,Control reading,Translucency reading,Percentage translusency,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved
1934,361,3,11.64,1.5,colourless,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,1298,39,Floor,in situ,FALSE
8200,1551,4,1.95,1.5,light green,Occasional,,Straight,,FALSE,,,,,FALSE,,,ND,two fragments have a scratched line.,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
5509,1034,2,1.12,1.6,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1117,751,Drain,in situ,FALSE
5274,811,1,0.72,1.8,colourless,,,Straight,,FALSE,,,,,FALSE,heavy,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
5277,813,2,3.57,1.8,dark green,None,,Straight,curved,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
5326,868,2,0.6,1.8,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,FALSE
5454,979,2,3.55,1.8,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,669,751,Floor,in situ,FALSE
5562,1088,1,0.55,1.8,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,vessel,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,FALSE
8082,1431,1,1.5,1.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,1298,39,Floor,in situ,FALSE
8200,1551,3,0.81,1.8,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
11422,2321,1,1.86,1.8,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,731,39,Wall,in situ,FALSE
3450,39,2,4.73,2,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,163,39,Building,in situ,FALSE
1673,348,1,0.74,2,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,39,39,Floor,in situ,FALSE
1673,348,1,0.32,2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,39,39,Floor,in situ,FALSE
1673,348,1,0.35,2,light green,None,,Straight,,FALSE,,,,,TRUE,slight,,,,?pane,,Small fragment.  Possibly burned,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,39,39,Floor,in situ,FALSE
1679,349,1,0.69,2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,39,39,Floor,in situ,FALSE
1987,374,1,5.99,2,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,?vessel,,might be a vessel,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,1298,39,Floor,in situ,FALSE
5323,866,1,0.41,2,dark green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
5345,890,1,0.61,2,light green,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,11.37,7.38,0.649076517,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
5350,892,2,2.28,2,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
5457,983,1,0.5,2,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,106,106,Floor,in situ,FALSE
5254,787,1,11.54,2.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,vessel,,vessel,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE
5544,1066,1,1.78,2.5,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,vessel,,Brownish tint. slightly cutbent  vessel fragment,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,669,751,Floor,in situ,FALSE
5562,1088,1,0.7,2.8,colourless,None,Chipped,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,FALSE
11144,1898,1,2.31,2.8,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,39,39,Wall,in situ,FALSE
11458,2380,1,2.93,2.8,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S8.2,1750-1800,1750,1800,1750-1810,Nursery/Private Chambers,2344,2344,Wall,disorganized,FALSE
5544,1066,1,1.02,3,light green,Occasional,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,669,751,Floor,in situ,FALSE
8193,1546,2,2.57,1.4,dark green,None,Chipped,Straight,,TRUE,circular/oval,,,,FALSE,moderate,,,,pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Floor,in situ,FALSE
8337,1690,7,4.36,1,light green,Occasional,Chipped,Straight,,FALSE,curved,,,,FALSE,slight,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,TRUE
11175,1951,1,1.92,1.5,colourless,Occasional,Chipped,Straight,,FALSE,curved,,,,FALSE,slight,,,,pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1500,1101,Drain,in situ,FALSE
7953,1301,1,12.1,2,light green,Occasional,Cut,Straight,,FALSE,diamond/lozenge,,,,FALSE,,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
8212,1566,6,17.45,2,colourless,None,Chipped;Cut,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,"The quarry shape appears to be a diamond, maybe a faint diamond shape shadow line, but the stronger shadow line seems rectangular, and the corner sticks out about 16 mm. Chipping at a cut edge on another piece may also indicate reuse.",,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8280,1625,5,7.77,1,light green,Occasional,Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,edge - parallel lines,scratch mark on one piece (several linear marks parallel to edge),pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
11352,2233,1,2.53,1,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,absent,,,,pane,,,10.59,8.12,0.766761095,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1624,1624,Wall,disturbed,FALSE
7941,1209,3,5.21,1.2,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1198,1624,Drain,in situ,FALSE
8193,1546,5,7.07,1.2,light green,Occasional,Chipped;Cut,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Floor,in situ,FALSE
11274,2121,1,3.4,1.2,light green,Occasional,Cut & Chipped,Straight,,FALSE,square/rectangular,,,,FALSE,absent,,,,pane,,,11.55,8.45,0.731601732,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,2214,1624,Floor,in situ,TRUE
8337,1690,7,7.89,1.4,colourless,None,Cut,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,TRUE
5662,1215,1,1.72,1.8,light green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8335,1688,2,5.62,1.8,dark green,Occasional,Cut,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Floor,in situ,FALSE
7953,1301,2,11.69,2,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
11274,2121,5,17.73,2,light green,Frequent,Cut & Chipped,Straight,curved,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,patinated on one side,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,2214,1624,Floor,in situ,TRUE
7991,1333,1,0.74,1,colourless,None,Cut & Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1328,1624,Drain,in situ,FALSE
8057,1406,1,1.27,1,light green,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,"heavy soot residues on both surfaces, probably burned.",,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,FALSE
11274,2121,19,18.63,1,light green,Occasional,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,edge - line,"Linear thick scratch mark on one piece ca 12mm from chipped and cut edge, linear  and random scratch marks on other pieces. One piece has line of several scratches.",pane,,,11.45,8.8,0.768558952,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,2214,1624,Floor,in situ,TRUE
11274,2121,2,2.29,1,light green,Occasional,Beaded,Straight,curved,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,2214,1624,Floor,in situ,TRUE
11274,2121,2,1.74,1,colourless,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,2214,1624,Floor,in situ,TRUE
8166,1520,7,3.74,1.1,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1198,1624,Drain,in situ,TRUE
5248,775,5,3.29,1.2,colourless,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,163,775,Building,in situ,FALSE
5344,889,2,2.11,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,ND,A few shallow scratch marks along the chipped edge.,pane,,,10.86,7.06,0.650092081,S15.2,1760-1800,1760,1800,1750-1810,Wheystore,583,583,Wall,in situ,FALSE
5666,1218,1,0.6,1.2,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,edge - parallel lines,"a line of scratch marks along the cut edge. Irregular, almost random, scratches further in.",pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1213,1100,Drain,in situ,TRUE
8067,1415,4,3.2,1.2,light green,None,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,edge - line,a scratch right up against the cut edge,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,TRUE
8191,1545,3,2.47,1.2,light green,Occasional,Chipped,Wavy,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8219,1572,2,1.31,1.2,colourless,Occasional,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,heavy,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8219,1572,1,0.6,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
11162,1929,2,1.39,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1624,1624,Floor,in situ,TRUE
5570,1099,1,2.35,1.4,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,yellow tint,,,,S14.1,1760-1800,1760,1800,1750-1810,Corridor to Church,1269,1269,Wall,in situ,FALSE
5639,1183,1,6.53,1.4,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,949,1624,Floor,disturbed,FALSE
8057,1406,2,3.28,1.4,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,FALSE
7879,1322,10,12.7,1.5,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,edge - line,A scratch mark running along the cut edge.,pane,,,10.63,5.25,0.49388523,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Floor,in situ,FALSE
11352,2233,1,0.97,1.5,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1624,1624,Wall,disturbed,FALSE
5570,1099,1,2.92,1.6,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S14.1,1760-1800,1760,1800,1750-1810,Corridor to Church,1269,1269,Wall,in situ,FALSE
8337,1690,7,5.83,1.6,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,TRUE
5248,775,9,11.37,1.8,colourless,Occasional,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,163,775,Building,in situ,FALSE
11175,1951,1,5.41,1.8,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1500,1101,Drain,in situ,FALSE
11352,2233,1,2.53,1.8,dark green,Frequent,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,10.66,6.47,0.606941839,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1624,1624,Wall,disturbed,FALSE
11274,2121,4,2.67,2,light green,None,Beaded,Straight,straight,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,2214,1624,Floor,in situ,TRUE
5617,1164,2,0.69,1,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1500,1101,Drain,in situ,TRUE
5642,1186,3,1.44,1,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1179,1101,Drain,in situ,TRUE
7953,1301,1,4.29,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
8332,1666,1,0.52,1,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,FALSE
11274,2121,35,9.79,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,2214,1624,Floor,in situ,TRUE
5556,1080,3,3.69,1.1,colourless,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S14.1,1760-1800,1760,1800,1750-1810,Corridor to Church,1269,1269,Wall,disturbed,TRUE
7953,1301,1,0.84,1.1,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
5233,714,1,2.13,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S15.2,1760-1800,1760,1800,1750-1810,Wheystore,1270,1270,Floor,in situ,FALSE
5668,1219,1,0.43,1.2,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1213,1100,Drain,in situ,TRUE
8057,1406,5,4.7,1.2,light green,,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,FALSE
8069,1419,4,1.35,1.2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8069,1419,13,6.95,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8087,1437,2,0.83,1.2,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Wall,in situ,FALSE
8193,1546,3,1.06,1.2,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Floor,in situ,FALSE
11162,1929,1,0.78,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,Part of group 610,10.55,7.09,0.672037915,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1624,1624,Floor,in situ,TRUE
11182,1964,3,2.6,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Wall,disturbed,FALSE
5344,889,1,0.24,1.4,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S15.2,1760-1800,1760,1800,1750-1810,Wheystore,583,583,Wall,in situ,FALSE
5570,1099,1,1.12,1.4,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S14.1,1760-1800,1760,1800,1750-1810,Corridor to Church,1269,1269,Wall,in situ,FALSE
8193,1546,1,0.65,1.4,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Floor,in situ,FALSE
8212,1566,1,0.89,1.4,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,stronger patina on one side.,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8219,1572,1,0.56,1.4,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,probably vessel,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
18926,225,1,0.4,1.5,light green,,cut & chipped,,,FALSE,,,,,FALSE,moderate,,,,pane,,"edge chipped 1 side, scored/snapped on other; 1.5mm thick; sample 225",,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,FALSE
8337,1690,1,0.79,1.5,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,probably a vessel,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,1287,775,Drain,in situ,TRUE
5639,1183,3,4.67,1.6,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,949,1624,Floor,disturbed,FALSE
5644,1187,2,1.58,1.6,light green,,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1179,1101,Drain,in situ,TRUE
8166,1520,3,2.5,1.6,light green,Occasional,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1198,1624,Drain,in situ,TRUE
5639,1183,1,1.6,1.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,949,1624,Floor,disturbed,FALSE
5701,1254,1,2.5,1.8,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1101,1101,Wall,disorganized,FALSE
11162,1929,1,0.92,1.8,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,"Very dark green, probably vessel glass.",,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1624,1624,Floor,in situ,TRUE
11161,1929,1,2.56,1.8,colourless,Frequent,Beaded,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,"vessel, fragment from a glass",,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1624,1624,Floor,in situ,TRUE
7953,1301,1,3.12,1.9,colourless,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,greyish tint,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
5617,1164,1,1.3,2,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1500,1101,Drain,in situ,TRUE
7953,1301,1,3.55,2,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
7953,1301,1,4.64,2,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1174,1174,Floor,disturbed,FALSE
8025,1377,4,20.01,2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,949,1624,Floor,in situ,FALSE
8069,1419,1,3.08,2.5,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE
8025,1377,1,1.96,3,colourless,None,,Straight,,FALSE,,,,,FALSE,absent,,,,machine glass,,Modern glass,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,949,1624,Floor,in situ,FALSE
5617,1164,1,11,,colourless,Frequent,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,S10.3,1760-1800,1760,1800,1750-1810,Kitchen,1500,1101,Drain,in situ,TRUE
7991,1333,1,0.24,,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S6.2,1760-1800,1760,1800,1750-1810,Bishops Living Quarters,1328,1624,Drain,in situ,FALSE
3383,415,3,1.09,1,light green,Occasional,Chipped,Straight,,TRUE,curved,,,,FALSE,slight,,,,pane,,"possible sign of reuse, shadow line going at an angle to the chipped edge.",,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
225,103,1,0.29,1.2,colourless,None,Chipped,Straight,,FALSE,curved,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
8269,1614,2,5.08,1.2,dark green,Occasional,Cut,Straight,,FALSE,curved,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1200,1200,Wall,in situ,FALSE
2051,354,2,3.01,1.4,light green,Occasional,Cut,Straight,,TRUE,curved,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,710,443,Floor,in situ,FALSE
5223,443,4,4.27,1.2,light green,Occasional,Cut,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,756,443,Building,in situ,FALSE
5683,1238,1,0.92,1.2,light green,None,Chipped;Cut,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,"Probably a reused piece of glass, there is a clear shadow line along the cut edge, no along the chipped one. A single scratch along the chipped edge on each side.",,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
2154,467,1,1.11,1.1,light green,None,Cut,Straight,,TRUE,half circle,,,,FALSE,slight,,,,pane,,Semicircle shaped,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,710,443,Floor,in situ,FALSE
5670,1222,5,4.05,1,light green,Occasional,Cut & Chipped,Straight,,TRUE,other,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,831,443,Floor,in situ,FALSE
2020,379,1,0.84,1,light green,None,Chipped,Straight,,FALSE,spandrel,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
2103,350,2,4.46,1.2,light green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,709,443,Floor,in situ,FALSE
8269,1614,2,6.33,1.4,light green,Frequent,Cut,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S5.4,1780-1800,1780,1800,1780-1810,Pantry/Study & Library,1200,1200,Wall,in situ,FALSE
