Finds No,Unit No,Count,Weight,Thickness,Colour,Bubbles,Original Edge,Fracture Edge,Ridge Lines,Shadow Lines,Quarry shape,Length,Width,Quarry size,Burnt,Patina,Decoration,scratch type,Scratchings,object,Completeness,Other Comments,Control reading,Translucency reading,Percentage translusency,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved
7974,1319,3,9.47,2.8,dark green,Occasional,Cut,Straight,,TRUE,diamond/lozenge,,,,FALSE,moderate,,,,pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
11201,1949,3,4.29,2,light green,None,Cut & Chipped,Straight,,FALSE,other,,,,TRUE,,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,1440,Midden,in situ,TRUE
7974,1319,12,10.12,1,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,decoration?,"Two pieces have several circular scratches, probably decorative and hand-scratched.",pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
11437,2346,4,3.92,1.2,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,ND,One piece has a curved scratch on one side.,pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,External area,in situ,FALSE
11437,2346,3,4.93,1.4,light green,None,Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,decoration?,"some scratchings on both sides, not in connection to the original edges, maybe fragments of a decoration.",pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,External area,in situ,FALSE
18181,453,1,1.2,1.5,light green,Occasional,chipped,Straight,,FALSE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
7974,1319,4,5.97,2.2,light green,None,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,letter,"A scratched letter, almost certainly '3', very close to the original upper left-hand corner of the pane, up against the shadow line. Manufacturing mark, letter for reassembling a pre-manufactured window?",pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
18125,405,1,0.22,1,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Topsoil,in situ,TRUE
2918,458,1,0.83,1,light green,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
2918,458,2,1.28,1,colourless,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
8133,1490,1,0.73,1,light green,Occasional,Cut & Chipped,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,1440,Midden,in situ,TRUE
8071,1421,3,1.71,1.1,light green,None,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,External area,in situ,FALSE
2629,556,4,1.25,1.2,light green,None,Cut,Wavy,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Midden,in situ,FALSE
2678,563,2,1.59,1.2,light green,Frequent,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Midden,in situ,FALSE
2678,563,1,0.9,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Midden,in situ,FALSE
7967,1315,1,1.17,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,TRUE,,,,,pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
7974,1319,82,50.02,1.2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,"Includes numerous very small shards. Certainly several panes, although impossible to distinguish, including 3 that appear diamond shaped, and 2 possibly spandrel shaped.",,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
11287,2146,1,0.84,1.2,light green,Occasional,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2008,Midden,in situ,TRUE
2942,460,1,0.77,1.4,light green,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
2667,560,2,1.92,1.4,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Midden,in situ,FALSE
7974,1319,3,11.39,1.4,dark green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
11430,2339,1,1.47,1.5,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,External area,in situ,FALSE
3006,654,1,6.64,1.6,dark green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,tephra,in situ,FALSE
2922,459,1,1.23,1.8,colourless,None,Cut,Straight,,TRUE,straight-sided,,,,TRUE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,754,383,Wall,disorganized,TRUE
11262,2106,1,2.47,1.8,dark green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2008,Midden,in situ,TRUE
7980,1323,6,7.31,2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,External area,in situ,FALSE
8071,1421,1,6.68,2,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,yellowish tint,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,External area,in situ,FALSE
11258,2101,1,3.36,2.3,light green,None,Beaded,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2008,Midden,in situ,TRUE
2305,457,1,1.95,1.2,dark green,Occasional,Cut,,,TRUE,triangle,,,35 x 23,FALSE,slight,,,,pane,,"reworked, originally a cut edge and a shadow line, later resized by chipping and a new shadow line appearing.",,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
2922,459,1,0.14,0.8,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,754,383,Wall,disorganized,TRUE
2178,405,2,0.88,1,colourless,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Topsoil,in situ,TRUE
2687,565,2,0.88,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Wall,disorganized,FALSE
2736,568,3,1.2,1,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Midden,in situ,FALSE
7966,1315,1,0.64,1,colourless,,,Straight,,FALSE,,,,,FALSE,moderate,,,,vessel,,vessel,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
8133,1490,1,0.32,1,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,1440,Midden,in situ,TRUE
3057,596,1,0.4,1.1,light green,None,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
2191,409,2,1.27,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
2942,460,1,0.37,1.2,light green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
11474,2415,4,2.17,1.2,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2193,Wall,disorganized,TRUE
3089,702,2,0.61,1.4,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Wall,disorganized,FALSE
7974,1319,5,8.38,1.4,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,546,546,Wall,disorganized,FALSE
11275,2123,1,0.73,1.4,dark green,,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2008,Midden,in situ,TRUE
11474,2415,3,1.43,1.4,light green,,,Wavy,,FALSE,,,,,FALSE,heavy,,,,vessel,,vessel,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2193,Wall,disorganized,TRUE
2922,459,2,1.44,1.6,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,754,383,Wall,disorganized,TRUE
3089,702,1,0.55,1.6,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,vessel,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Wall,disorganized,FALSE
3108,619,1,1.74,1.8,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,bluish tint,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,364,Midden,in situ,FALSE
11164,1935,2,1.03,1.8,light green,,,Straight,,FALSE,,,,,FALSE,heavy,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,1440,Midden,in situ,TRUE
2000,404,2,1.2,2,colourless,Occasional,,Straight,,FALSE,,,,,FALSE,absent,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,383,634,Topsoil,in situ,FALSE
2294,455,2,1.41,2,light green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Midden,in situ,TRUE
5227,591,1,1.36,2,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,754,383,Wall,disorganized,TRUE
11164,1935,1,1.45,2,light green,Occasional,,Straight,,TRUE,,,,,FALSE,slight,,,,pane,,Yellowish tint,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,1440,Midden,in situ,TRUE
2178,405,1,1.51,2.8,dark green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,753,383,Topsoil,in situ,TRUE
11287,2146,1,1.82,3,light green,Frequent,,Straight,,FALSE,,,,,FALSE,absent,,,,vessel,,"Vessel fragment.  Greyish, bluish tint.",,,,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2008,Midden,in situ,TRUE
1554,285,1,0.88,1.4,light green,,Chipped,Straight,,FALSE,circular/oval,60,,diameter ca. 33 mm,FALSE,slight,,ND,"Both surfaces seem almost completely covered in scratches, probably hand-scratched.",pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
3410,639,5,7.45,2.7,light green,Frequent,Cut;Cut & Chipped,Straight,,FALSE,curved,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
5483,1011,3,1.63,1,light green,Occasional,Cut,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,TRUE
1488,283,6,1.34,1.2,light green,Occasional,Chipped,Straight,,FALSE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
3236,721,1,0.48,1.4,light green,Occasional,Chipped,Straight,,FALSE,other,,,,FALSE,slight,,,,pane,,quarry shape unclear,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,740,733,Floor,in situ,FALSE
5482,1011,5,5.71,1.5,dark green,Occasional,Chipped,Straight,,TRUE,spandrel,,,,FALSE,moderate,,,,pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,TRUE
3373,353,2,2.52,1.2,colourless,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2771,550,2,1.18,1.4,light green,None,Chipped,Straight,,FALSE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2347,418,1,2.77,1.5,light green,Occasional,Cut & Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,ND,"shallow scratch mark, curved, uneven, wedge shaped",pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
5319,861,2,10.95,1.8,light green,Occasional,Cut,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Wall,in situ,FALSE
1488,283,4,0.97,1,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
2498,391,3,0.85,1,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2455,488,8,3.94,1,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2458,488,3,0.84,1,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2804,547,7,1.96,1,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2778,555,1,0.36,1,dark green,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,740,733,Floor,in situ,TRUE
2444,944,3,0.72,1,light green,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
5479,1008,7,11.57,1,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,FALSE
1554,285,1,0.21,1.2,colourless,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
2546,477,2,1.48,1.2,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1554,285,8,5.06,1.4,light green,Occasional,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
2804,547,1,0.89,1.4,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1511,277,5,1.53,1.5,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
3353,642,3,4.52,1.5,light green,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
3228,659,2,1.44,1.5,dark green,None,Chipped;Cut & Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1554,285,2,1.66,1.6,dark green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
2455,488,8,2.78,1.8,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,TRUE,slight,,,,pane,,"two fragments have very cracked surfaces, likely burned.",,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2458,488,2,1.58,1.8,dark green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2486,252,2,1.64,2,dark green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2415,360,1,1.18,2,colourless,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,740,733,Floor,in situ,TRUE
2401,411,2,2.39,2,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
3249,699,5,4,2,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2347,418,1,2.52,3,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1554,285,2,0.35,0.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,vessel,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
1599,286,6,0.75,0.8,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
3332,664,2,0.68,0.8,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,fragments slightly curved,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1511,277,3,0.42,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
1526,280,4,0.43,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
2359,427,1,0.09,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2778,555,2,0.4,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,740,733,Floor,in situ,TRUE
2812,601,1,0.64,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
3228,659,1,0.69,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
5483,1011,2,0.39,1,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,TRUE
5528,1051,1,0.36,1,light green,None,,Straight,,FALSE,,,,,TRUE,slight,,,,?pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,FALSE
5591,1130,3,1.52,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
5482,1011,16,4.4,1.1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,TRUE
1500,279,2,0.63,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
1488,283,5,1.07,1.2,colourless,None,Chipped,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
1488,283,3,0.85,1.2,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,vessels,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
1554,285,3,0.65,1.2,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
2486,353,3,0.51,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2455,488,1,0.67,1.2,blue,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?vessel,,blue glass,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
5624,1171,1,0.63,1.2,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,FALSE
1554,285,1,2.99,1.4,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,"vessel, no signs of use as a window",,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
1599,286,4,2.57,1.4,light green,Occasional,Cut,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
3202,698,2,1.52,1.4,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1500,279,2,1.59,1.5,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
2428,402,2,1.14,1.5,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2428,402,1,1.18,1.5,light green,Frequent,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
2561,494,2,1,1.5,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,740,733,Floor,in situ,FALSE
2778,555,4,3.37,1.5,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,vessel,,probably a vessel,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,740,733,Floor,in situ,TRUE
3249,699,3,0.81,1.5,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,vessel,,probably vessel,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
5482,1011,2,0.83,1.5,dark green,,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,842,842,Floor,in situ,TRUE
2326,395,1,1.93,1.6,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,edge - parallel lines,"one piece has a band of scratches, my be close to an original edge that is missing, probably made by a wheel.",?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1563,284,9,3.26,1.8,light green,Occasional,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
15609,462,1,1.1,1.8,colourless,None,,Straight,,FALSE,,,,,FALSE,slight,,,,mirror,,Mirror,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,435,733,Floor,in situ,TRUE
1511,277,1,0.57,2,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
1554,285,2,1.55,2,dark green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,vessel,,vessel,,,,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,272,733,Drain,in situ,TRUE
