ID1,ID,Find no,Nail no,Context no,Type code,Gavin type,Type,Head type,Photo/Drawing,Completness,Corrosion,Burnt,Straightness,Length,Grain direction,Burr,Shaft thickness,Shaft cross-section shape,Shaft sides,Pinching,Head thickness,Point type,Note,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1145,734,2364,2849,377,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.4,square,4-sided taper,,1.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1158,3466,2383,2777,393,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.8,rectangular,2-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1159,198,2383,2773,393,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,5,,,0.5,square,4-sided taper,,,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1181,3469,2518,3659,424,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,rectangular,2-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1182,230,2518,3654,424,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,5.4,,,0.8,square,4-sided taper,,2.3,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1183,743,2518,3653,424,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.7,square,4-sided taper,,1.8,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1184,744,2518,3655,424,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.8,square,4-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1185,745,2518,3660,424,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,4-sided taper,,2.3,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1193,356,2418,2921,441,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,obtuse (<90°),7.4,,,0.6,square,4-sided taper,,2.5,chisel,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1210,3468,2501,4196,500,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,1.8,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1211,742,2501,4195,500,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,1.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1212,746,2543,3706,502,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.6,square,4-sided taper,,1.9,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1215,3471,2583,3718,529,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.5,rectangular,2-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1240,3481,2793,3850,571,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,1,rectangular,2-sided taper,,2.3,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1241,3482,2793,3852,571,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,2.1,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1263,758,2754,3937,605,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,1.9,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1265,190,3442,4051,610,A1,Forged,Forged,flat-irregular,N,complete,heavy,No,straight,4.9,,,0.6,square,4-sided taper,,1.7,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1266,805,3396,4058,617,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.4,square,4-sided taper,,2.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1302,776,3026,4093,672,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,1.7,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1303,777,3026,4094,672,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.5,square,4-sided taper,,2.3,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1304,3492,3299,3958,673,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.5,rectangular,2-sided taper,,1.3,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1305,795,3299,3956,673,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,4-sided taper,,2.1,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1312,3289,3192,4029,693,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,3.8,,,0.5,rectangular,2-sided taper,,1.7,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1322,781,3149,4017,716,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.4,square,4-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1510,3515,5875,237,1156,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.8,rectangular,2-sided taper,,2.7,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1511,1366,5875,232,1156,A1,forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.8,square,straight,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2530,2596,5875,242,1156,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.7,rectangular,,,1.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2688,4852,3321,3939,368,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,1.8,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2689,4617,2364,2850,377,A2,Forged,Forged,T-head,N,complete,Very heavy,No,straight,4.7,,,0.7,rectangular,2-sided taper,,2,chisel,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2698,4759,2383,2779,393,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2724,4386,2518,3657,424,A2,Forged,Forged,T-head,N,complete,Very heavy,No,straight,3.9,,,0.9,rectangular,2-sided taper,,1.9,,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2725,4775,2518,3656,424,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2726,4776,2518,3658,424,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.9,rectangular,2-sided taper,,1.9,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2732,4357,2418,2926,441,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),3.8,,,0.6,rectangular,2-sided taper,,2.2,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2733,4384,2418,2927,441,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),3.9,,,0.6,rectangular,2-sided taper,,1.8,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2734,4544,2418,2928,441,A2,Forged,Forged,T-head,N,complete,heavy,No,straight,4.4,,,0.7,rectangular,2-sided taper,,2,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2735,4668,2418,2922,441,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),5.2,,,0.9,rectangular,2-sided taper,,1.7,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2736,4761,2418,2924,441,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.8,rectangular,2-sided taper,,2.2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2737,4762,2418,2925,441,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.8,rectangular,2-sided taper,,2.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2740,4543,2328,2911,445,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),4.4,,,0.7,rectangular,2-sided taper,,2.1,chisel,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2756,4784,2571,3748,481,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2757,1508,2571,3749,481,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.8,square,4-sided taper,,2.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2763,4772,2501,4197,500,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2764,4773,2501,4198,500,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.6,rectangular,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2765,4774,2501,4199,500,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2766,5170,2501,4200,500,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.5,square,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2767,4777,2543,3707,502,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,1,rectangular,2-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2786,4360,2793,3855,571,A2,Forged,Forged,T-head,N,complete,Very heavy,No,straight,3.8,,,0.6,rectangular,2-sided taper,,1.5,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2787,4387,2793,3857,571,A2,Forged,Forged,T-head,N,complete,Very heavy,No,obtuse (<90°),3.9,,,,rectangular,2-sided taper,,2.1,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2788,4415,2793,3854,571,A2,Forged,Forged,T-head,N,complete,Very heavy,No,obtuse (<90°),4,,,0.6,rectangular,2-sided taper,,1.8,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2789,4545,2793,3853,571,A2,Forged,Forged,T-head,N,complete,Very heavy,No,obtuse (<90°),4.4,,,0.8,rectangular,2-sided taper,,2,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2790,4618,2793,3851,571,A2,Forged,Forged,T-head,N,complete,Very heavy,No,obtuse (<90°),4.7,,,0.6,rectangular,2-sided taper,,2,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2791,4795,2793,3858,571,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2792,4796,2793,3859,571,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2793,4797,2793,3860,571,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.6,rectangular,2-sided taper,,1.8,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2794,4864,3457,4170,571,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,1.7,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2795,4786,2761,3826,581,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2818,4264,3442,4052,610,A2,Forged,Forged,T-head,N,complete,heavy,No,straight,3.4,,,0.6,rectangular,2-sided taper,,1.9,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2819,4862,3442,4053,610,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.8,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2820,4863,3442,4054,610,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2826,4855,3358,4123,631,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2837,4619,3341,3989,647,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),4.7,,,0.7,rectangular,2-sided taper,,2,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2838,4853,3341,3991,647,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.9,rectangular,2-sided taper,,1.9,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2839,5147,18277,6421,647,A2,Forged,Forged,T-head,N,head,heavy,,,,,,0.7,rectangular,2-sided taper,,1.7,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2840,4837,3212,3988,653,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2844,4332,3431,4160,657,A2,Forged,Forged,T-head,N,complete,heavy,No,straight,3.7,,,0.7,rectangular,2-sided taper,,1.8,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2845,4362,3431,4159,657,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),3.8,,,0.7,rectangular,2-sided taper,,1.6,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2846,4858,3431,4161,657,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.6,rectangular,2-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2851,4810,3026,4092,672,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.5,rectangular,2-sided taper,,1.9,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2852,4811,3026,4097,672,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.5,rectangular,2-sided taper,,1.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2853,4812,3026,4098,672,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.5,rectangular,2-sided taper,,1.7,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2854,4856,3407,4175,672,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.5,rectangular,2-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2855,4448,3299,3953,673,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),4.1,,,0.8,rectangular,2-sided taper,,2.2,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2856,4548,3299,3952,673,A2,Forged,Forged,T-head,N,complete,heavy,No,obtuse (<90°),4.4,,,0.7,rectangular,2-sided taper,,2.3,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2857,4847,3299,3954,673,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,1.1,rectangular,2-sided taper,,2.1,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2858,4848,3299,3955,673,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2859,4849,3299,3957,673,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.8,rectangular,2-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2860,4850,3299,3959,673,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.8,rectangular,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2867,4821,3146,4172,694,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,1.7,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2868,4822,3146,4173,694,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,0.9,rectangular,2-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2873,4843,3257,4133,700,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.6,rectangular,2-sided taper,,1.9,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2879,4547,3149,4015,716,A2,Forged,Forged,T-head,N,complete,Very heavy,No,straight,4.4,,,1.1,rectangular,2-sided taper,,2.4,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2942,4573,5875,231,1156,A2,Forged,Forged,T-head,N,complete,heavy,No,straight,4.5,,,0.9,rectangular,2-sided taper,,2,chisel,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2943,4888,5875,235,1156,A2,Forged,Forged,T-head,N,head,light,No,,,,,0.8,rectangular,2-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2944,4889,5875,238,1156,A2,Forged,Forged,T-head,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,2,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
2945,4890,5875,246,1156,A2,Forged,Forged,T-head,Y,head,heavy,No,,,,,0.8,rectangular,2-sided taper,,1.4,,T-head?,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3599,4051,2364,2848,377,A3,Forged,Forged,L-head,N,head,Very heavy,No,,,,,0.8,rectangular,2-sided taper,,1.7,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3616,4060,3341,3990,647,A3,Forged,Forged,L-head,N,head,heavy,No,,,,,0.9,rectangular,2-sided taper,,1.8,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3620,4056,3149,4018,716,A3,Forged,Forged,L-head,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,1.8,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3629,1401,5875,233,1156,A3,Forged,Forged,L-head,Y,complete,light,No,straight,3.2,,,0.4,square,4-sided taper,,1,sharp,L-head?,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3630,1403,5875,234,1156,A3,Forged,Forged,L-head,Y,complete,light,No,straight,3.6,,,0.5,square,4-sided taper,,1.3,,L-head? - point is missing,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3743,1428,3321,3940,368,A4,Forged,Forged,square,N,complete,light,No,obtuse (<90°),3,,,0.4,square,4-sided taper,,1.1,sharp,Missing tip,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3748,1457,2793,3856,571,A4,Forged,Forged,square,N,head,Very heavy,No,,,,,0.8,square,4-sided taper,,1.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3756,4222,3146,4171,694,A4,Forged,Forged,square,Y,head,heavy,No,,,,,0.9,square,2-sided taper,,2.5,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3757,1461,3257,4132,700,A4,Forged,Forged,square,N,head,Very heavy,No,,,,,,square,4-sided taper,,2.1,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3758,1460,3149,4016,716,A4,Forged,Forged,square,N,head,heavy,No,,,,,0.5,square,4-sided taper,,1,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3765,1463,5875,240,1156,A4,Forged,Forged,square,Y,head,light,No,,,,,0.8,square,4-sided taper,,1.6,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3821,4153,2383,2774,393,A5,Forged,Forged,pyramidal,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,1.2,,Also T-head,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3822,4154,2383,2778,393,A5,Forged,Forged,pyramidal,N,head,Very heavy,No,,,,,0.8,rectangular,2-sided taper,,1.7,,Also T-head,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3831,4158,3026,4095,672,A5,Forged,Forged,pyramidal,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,2.2,,Also T-head,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3832,4159,3026,4096,672,A5,Forged,Forged,pyramidal,N,head,heavy,No,,,,,0.5,rectangular,2-sided taper,,1.2,,Also T-head,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3946,3950,2518,3661,424,A7,Forged,Forged,headless,N,head,heavy,No,,,,,0.9,rectangular,2-sided taper,,1.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3950,3954,3442,4055,610,A7,Forged,Forged,headless,N,head,heavy,No,,,,,0.7,rectangular,2-sided taper,,1.3,,?,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
3952,3952,3407,4176,672,A7,Forged,Forged,headless,N,head,Very heavy,No,,,,,0.6,rectangular,2-sided taper,,1.3,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4171,2676,2793,3861,571,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.8,rectangular,,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4186,2847,3208,3986,653,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4187,2848,3208,3987,653,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.5,square,,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4188,2857,3431,4162,657,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.4,square,,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4191,2681,3299,3960,673,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.9,rectangular,,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4192,2851,3299,3961,673,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.6,square,,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4318,2699,5875,239,1156,Ax,Forged,Forged,,N,head,Very heavy,No,,,,,0.6,square,,,,,The head is very corrosion,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4759,1545,2383,2776,393,Ax,Forged,Forged,,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,1.4,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4760,1594,2383,2775,393,Ax,Forged,Forged,,N,point,Very heavy,No,,,,,0.5,square,4-sided taper,,,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4771,1597,2518,3662,424,Ax,Forged,Forged,,N,point,Very heavy,No,,,,,0.5,square,4-sided taper,,,sharp,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4789,5340,2501,4201,500,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.6,rectangular,2-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4790,5341,2501,4202,500,Ax,Forged,Forged,,N,shaft,Very heavy,No,,,,,0.7,rectangular,2-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4791,1823,2543,3708,502,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.6,square,4-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4817,5351,2761,3827,581,Ax,Forged,Forged,,N,shaft,heavy,No,,,,,0.7,rectangular,2-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4829,5201,3358,4124,631,Ax,Forged,Forged,,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,,,?,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4928,5187,5875,241,1156,Ax,Forged,Forged,,N,complete,Very heavy,No,straight,4.1,,,,rectangular,2-sided taper,,,chisel,The head is very corrosion,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4929,5204,5875,236,1156,Ax,Forged,Forged,,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,,,The nail is very corrosion,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
4930,5205,5875,243,1156,Ax,Forged,Forged,,N,head,Very heavy,No,,,,,,rectangular,2-sided taper,,,,The head is very corrosion,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
5453,5504,5875,244,1156,A?,Forged?,unidentified,,N,shaft,heavy,No,,,,,0.6,rectangular,2-sided taper,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
5555,5647,5875,245,1156,X,unid.,unidentified,,N,shaft,light,No,,,,,0.7,square,straight,,,,,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
186,2135,5773,1334,895,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.5,square,,,1.6,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
193,2437,5779,1004,909,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,2.5,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
200,2145,5794,859,947,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,,,3,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
201,2439,5794,861,947,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,2.5,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
202,2440,5794,863,947,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,,,,2.3,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
228,2450,5826,1285,1009,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,2.3,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
229,2451,5826,1286,1009,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,2.6,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
241,2163,5829,1111,1022,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.9,square,,,2.3,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
242,2164,5829,1112,1022,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,square,,,2.9,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
243,2165,5829,1113,1022,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.6,square,,,2.1,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
244,2166,5829,1119,1022,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.4,square,,,1.2,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
260,2460,5837,990,1040,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,,,,,1.6,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
1376,841,5773,1333,895,A1,Forged,Forged,flat-irregular,N,head,Very heavy,No,,,,,0.7,square,4-sided taper,,2.1,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
1386,338,5781,843,913,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,7.1,,,0.9,square,4-sided taper,,1.8,sharp,,S21.1,1650,1690,1650-1690,1630-1690,School Room
1387,844,5781,848,913,A1,Forged,Forged,flat-irregular,N,head,heavy,No,,,,,0.6,square,4-sided taper,,1.2,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
1388,379,5784,818,918,A1,Forged,Forged,flat-irregular,N,complete,Very heavy,No,straight,7.7,,,0.8,square,4-sided taper,,1.2,sharp,,S21.1,1650,1690,1650-1690,1630-1690,School Room
1417,3376,18171,4,969,A1,Forged,Forged,flat-irregular,Y,complete,light,No,straight,6.3,,,0.6,rectangular,2-sided taper,,2.1,chisel,,S21.1,1650,1690,1650-1690,1630-1690,School Room
2506,2631,5773,1335,895,A2,Forged,Forged,T-head,N,head,Very heavy,No,,,,,,,,,,,,S21.1,1650,1690,1650-1690,1630-1690,School Room
